ID,Priorité,Domaine,Problème,Emplacement,Recommandation,Impact,Effort,Risque,Confiance,Type,Statut
"SEO-05","P2","SEO technique, performance & qualité technique du site dropp.care","Titres de section (H2) poétiques, sans valeur de requête","home.html (ex. film.title, watch.title « Tout, sans sortir l'iPhone »), 16 h2/h3 au total","Garder le ton premium mais glisser le vocabulaire métier dans 2-3 H2 clés (démo, gestes, tarifs) sans sur-optimiser.","modéré","<2h","Faible ; conserver la longueur pour text-wrap:balance.","moyen","optimisation","à faire"
"SEO-06","P2","SEO technique, performance & qualité technique du site dropp.care","JSON-LD MobileApplication minimal (offers seul, pas de featureList)","home.html:28","Enrichir avec featureList et lien App Store (installUrl/sameAs). Laisser aggregateRating absent jusqu'à obtention d'avis réels.","faible","<30min","Faible.","moyen","optimisation","à faire"
"SEO-07","P3","SEO technique, performance & qualité technique du site dropp.care","CSS/JS inline dupliqués sur 14 langues, non cachables","home.html (≈84Ko tout inline) ; build.js inlinePartials → chaque /{locale}/index.html embarque le même CSS+JS","À n'envisager QUE si l'analytics futur montre de la navigation inter-langues/multi-pages : extraire dropp.css + dropp.js cachables. Sinon statu quo recommandé.","faible","<1j","Modéré : casse potentielle du timing d'exécution JS / de l'inline sans CSP.","moyen","optimisation","à faire"
"SEO-08","P3","SEO technique, performance & qualité technique du site dropp.care","Détails perf/indexation mineurs (lazy img, OG localisée, VideoObject)","home.html:1002 (appicon sans loading=lazy) ; site.config.json:22-23 (og-image unique) ; film sans VideoObject/sitemap vidéo","Ajouter loading=lazy à l'appicon ; optionnellement OG par langue et VideoObject pour le film.","faible","<30min","Faible.","élevé","optimisation","à faire"
"JURIDI-01","P1","Juridique / RGPD / réglementaire (indicatif — pas un avis juridique)","Nom de l'entrepreneur individuel absent des mentions legales","fr/legal.html:162-166 (blocs Editeur + Directeur de la publication)","Nommer explicitement l'entrepreneur individuel comme editeur ET comme directeur de la publication (LCEN art. 6-III-1 : nom + prenom obligatoires pour un editeur professionnel personne physique). Corrige aussi l'incoherence site (anonyme) / App Store (nom complet).","modéré","<30min","Aucun risque technique ; verifier l'orthographe exacte du nom legal a publier (2e prenom facultatif sur le site).","élevé","correction","à faire"
"JURIDI-02","P1","Juridique / RGPD / réglementaire (indicatif — pas un avis juridique)","Aucune mention du renouvellement automatique de l'abonnement","Section Tarifs, locales/fr/home.json:156-178 (recherche 'renouvellement/tacite/reconduction' = 0 sur tout le site FR)","Ajouter sous les prix une ligne claire sur le renouvellement automatique, la conversion de l'essai et le point de gestion. Obligation attenuee par le role d'Apple (vendeur de fait) mais le site ne doit pas induire en erreur (art. L221-5 C. conso + directive Omnibus). A harmoniser avec l'ecran d'achat in-app (regle Apple 3.1.2).","important","<2h","Formulation a valider par un juriste ; risque de deprimer legerement la conversion (croise l'audit CRO) mais reduit le risque de litige dark pattern.","moyen","correction","à faire"
"JURIDI-03","P1","Juridique / RGPD / réglementaire (indicatif — pas un avis juridique)","« Signal de securite » + « eprouve sur le terrain » alourdissent le risque de qualification dispositif medical","locales/fr/home.json:177 (signal de securite), :211 (eprouve sur le terrain), :10 (Precision), :64 (refuse un tempo absurde)","Neutraliser le vocabulaire de securite/performance sans rien retirer a la fonction : « signal de securite » -> « repere de fin » ; « eprouve sur le terrain » -> « pense pour le terrain ». Conserver 'Precision' et 'refuse un tempo absurde' mais les inscrire sous surveillance (voir finding dedie).","important","<30min","Perte marketing minime ; l'effet reel sur la qualification releve de l'avis reglementaire.","moyen","correction","à faire"
"JURIDI-04","P2","Juridique / RGPD / réglementaire (indicatif — pas un avis juridique)","Qualification MDR (regle 11) non tranchee — avis reglementaire obligatoire","Fonction reelle : home.json:63 (volume/duree -> gtt/min), home.json:110-111 (mode Tap -> mL/h), Agent 1 §4","[AVIS JURISTE / AFFAIRES REGLEMENTAIRES OBLIGATOIRE] Commander une note de qualification MDR (regle 11 + MDCG 2019-11 + position ANSM) a un cabinet specialise. En attendant : verrouiller par ecrit une destination unique 'outil d'aide, non dispositif medical' et la repliquer a l'identique site + App Store + app ; purger le vocabulaire ambigu (findings 2.3 et 2.8).","critique",">1sem","Avis externe couteux/long mais structurant : conditionne le droit de distribuer sans marquage CE dispositif medical avant toute montee en charge ou communication clinique.","élevé","verification-juridique","à faire"
"JURIDI-05","P2","Juridique / RGPD / réglementaire (indicatif — pas un avis juridique)","Aucun lien vers l'EULA / conditions de licence depuis le site","Tout le site FR (recherche 'eula/licence/conditions generales' = 0 occurrence)","Ajouter dans les mentions legales / pied de page un lien vers l'EULA applicable (a minima l'EULA standard Apple) et preciser que l'usage de l'app est regi par cet EULA + les conditions App Store.","modéré","<30min","Aucun ; verifier que le lien Apple standard est bien celui applicable (ou pointer vers un EULA custom si l'app en a un).","moyen","correction","à faire"
"JURIDI-06","P2","Juridique / RGPD / réglementaire (indicatif — pas un avis juridique)","Droit de retractation non mentionne","Tout le site FR (recherche 'retractation' = 0)","Ajouter une ligne dans l'assistance renvoyant a la politique de remboursement Apple, gestionnaire de tous les achats.","faible","<30min","Obligation portee principalement par Apple ; omission peu risquee mais la mention coupe court aux reclamations.","moyen","correction","à faire"
"JURIDI-07","P3","Juridique / RGPD / réglementaire (indicatif — pas un avis juridique)","« Prix de lancement » : allegation promotionnelle a securiser","locales/fr/home.json:167 (« prix de lancement, 7 jours d'essai »)","Soit tenir l'engagement (hausse a date connue), soit retirer « de lancement » et garder le prix nu. Ne pas maintenir une offre de lancement perpetuelle.","faible","<30min","Retirer la mention peut reduire l'incitation a l'urgence (impact CRO marginal).","moyen","optimisation","à faire"
"JURIDI-08","P3","Juridique / RGPD / réglementaire (indicatif — pas un avis juridique)","« Precision » (signature) + « refuse un tempo absurde » a surveiller (cumul MDR)","locales/fr/home.json:10 (Rythme · Precision · Soin), :64 (l'app refuse de battre un tempo absurde)","Les conserver pour l'instant (valeur marketing reelle) mais les inscrire dans la note de destination et les reevaluer selon l'avis MDR. Ne pas ajouter d'autres allegations du meme registre (fiable cliniquement, sur, valide).","faible","<30min","Reecriture prematuree = perte marketing inutile ; attendre l'avis reglementaire.","faible","experimentation","à faire"
"JURIDI-09","P3","Juridique / RGPD / réglementaire (indicatif — pas un avis juridique)","Logs techniques de l'hebergeur (GitHub, USA) non signales","fr/privacy.html (politique de confidentialite) ; hebergeur declare fr/legal.html:169","Ajouter une phrase de prudence indiquant que l'hebergeur peut consigner des donnees techniques de connexion selon sa propre politique, independamment de l'editeur qui ne collecte rien.","faible","<30min","Aucun ; renforce la transparence sans contredire le principe 'zero collecte' de l'editeur.","moyen","correction","à faire"
"CONCUR-01","P1","Concurrence & opportunité de marché","La cadence au poignet n'est pas un différenciant : OnDrip fait déjà exactement ça","Positionnement produit + site dropp.care (sections Hero, 'Trois gestes' Calez, Pro Apple Watch) ; concurrent OnDrip id6483362139","Ne pas fonder la défense concurrentielle sur la fonction tempo (copiable et déjà copiée). Déplacer le discours de moat vers l'exécution premium, la marque, l'auteur-soignant, le français, les perfusions simultanées et l'absence de pub. Éviter toute survente d'innovation qui exposerait à la déception.","important","<2h","Aucun risque produit ; risque marketing de perdre un argument accrocheur si la nuance est mal formulée.","élevé","decision-strategique","à faire"
"CONCUR-02","P1","Concurrence & opportunité de marché","Écart de prix d'un ordre de grandeur avec l'ancre de la catégorie","Tarifs (site + fiche App Store) : 2,99 €/mois, 19,99 €/an, 49,99 € à vie","Justifier explicitement la prime (design, support, français, perfusions simultanées, mises à jour) ou tester un palier à vie plus bas / une offre d'appel. Considérer que l'abonnement est atypique dans une catégorie d'utilities à achat unique et doit être argumenté. À valider par expérimentation d'acquisition réelle.","critique","<1sem","Baisser le prix peut dévaloriser la perception premium ; garder le prix haut peut plafonner la conversion. À trancher par test, pas par intuition.","moyen","experimentation","à faire"
"CONCUR-03","P1","Concurrence & opportunité de marché","Ambition internationale contredite par une app FR-only alors que les concurrents sont multilingues","App native dropp-native (FR codé en dur, cf. recon §6) vs site 14 langues ; concurrent Drip Infusion id358073020","Prioriser la localisation EN de l'app (déjà prévue v1.1) avant tout push international, et aligner les langues déclarées sur la fiche. Le site multilingue draine du trafic qui aboutit à une app inutilisable hors francophonie.","important",">1sem","Localiser une app médicale demande relecture métier par langue ; une traduction approximative sur un outil de santé nuirait à la confiance.","élevé","decision-strategique","à faire"
"CONCUR-04","P2","Concurrence & opportunité de marché","Zéro preuve sociale au lancement dans une catégorie où la confiance prime","Fiche App Store FR id6792277373 : 0 avis / 0 note","Mettre en place une sollicitation d'avis in-app (SKStoreReviewController) déclenchée après un moment de succès (perfusion suivie jusqu'à l'alarme de fin), en ciblant d'abord le marché FR pour concentrer les premières notes localisées.","modéré","<1j","Sur-solliciter irrite ; respecter le rythme Apple (quotas) et ne déclencher qu'après valeur perçue.","élevé","optimisation","à faire"
"CONCUR-05","P2","Concurrence & opportunité de marché","Ne PAS copier les fonctions à risque des concurrents (dose, patients, pub)","Concurrents : CalcuDose / Calculatrice Perfusion Poche (dose+pédiatrie), Drip Infusion (liste patients nommés), Drip Helper (publicité)","Maintenir explicitement le refus de ces trois axes comme décision stratégique documentée. Ce sont des pièges réglementaires et de positionnement, pas des lacunes à combler.","modéré","<30min","Aucun ; formaliser un cap déjà pris. Le vrai risque serait de dévier.","élevé","decision-strategique","à faire"
"CONCUR-06","P2","Concurrence & opportunité de marché","Le calcul seul est gratuit partout : ancrer la valeur payante sur le suivi, pas le calcul","Alternatives gratuites : infdepoche.com, espacesoignant.com, infirmiers.com, walter-learning.com + méthode mentale (microgoutte : gtt/min = mL/h)","S'assurer que le discours du site et de l'ASO n'insiste pas sur 'on calcule le débit' (banal, gratuit ailleurs) mais sur 'on tient le rythme, on suit, on prévient, au poignet' — la partie que seule l'app+Watch délivre.","modéré","<2h","Faible ; ajustement de message.","moyen","optimisation","à faire"
"CONCUR-07","P3","Concurrence & opportunité de marché","Niche premium francophone inoccupée : opportunité réelle mais non validée","Analyse §4 : aucun concurrent tempo n'est premium + francophone + marque soignante","Traiter la francophonie comme tête de pont : concentrer contenu, avis et acquisition sur ce segment où Dropp est structurellement supérieur, puis étendre. Valider par des métriques d'acquisition réelles avant d'investir l'international.","modéré","<1sem","Opportunité perçue à confirmer par le terrain ; ne pas surinvestir avant premiers signaux d'adoption.","faible","experimentation","à faire"
"CONCUR-08","P3","Concurrence & opportunité de marché","Découvrabilité ASO : arbitrer marque vs mots-clés face à des concurrents descriptifs","Fiche App Store : nom 'Dropp', sous-titre 'Rythme de perfusion' vs concurrents 'IV Rate Calc / Drip Rate Calculator and Timer'","Conserver la marque tout en s'assurant que les termes cherchés (débit, perfusion, gouttes/min, calcul, infirmier) figurent dans sous-titre/mots-clés/description. Chevauche l'audit ASO d'un autre agent ; ici c'est cadré côté concurrence (les rivaux captent la recherche générique).","faible","<30min","Faible ; ne pas dénaturer la marque en bourrage de mots-clés.","moyen","optimisation","à faire"
"MESURE-01","P0","Mesure & expérimentation (analytics, funnel, KPI, A/B, tests utilisateurs)","Attribution site vers App Store cassee: CTA en URL nue, sans token de campagne ct","src/site.config.json:4 (appStoreUrl); CTA dans src/templates/home.html:573 (hero), :977 (tarifs), :1005 (badge closing)","Ajouter un token ct distinct par CTA. Aucun cookie, aucun JS, aucune collecte cote site: la promesse 'ne depose aucun cookie et ne collecte aucune donnee' reste litteralement vraie, c'est Apple qui agrege cote store. C'est le levier le plus rentable et le moins couteux pour la promesse.","important","<2h","Quasi nul et reversible. Ne pas confondre ct (campagne, gratuit, aggrege) avec du tracking: aucune donnee utilisateur, aucun consentement requis, aucune MAJ des pages legales necessaire.","élevé","optimisation","à faire"
"MESURE-02","P0","Mesure & expérimentation (analytics, funnel, KPI, A/B, tests utilisateurs)","App Store Connect / App Analytics disponible mais non structure en source de verite","App Store Connect (app id 6792277373); aucun tableau de bord ni funnel dans le repo (docs/)","Formaliser MAINTENANT (pre-lancement) le funnel a 10 etapes et un tableau de bord hebdo 1 page a 4 blocs (Acquisition/Activation-retention/Monetisation/Sante), extrait manuellement ou via l'API App Store Connect. Une ligne = un chiffre + sa tendance vs semaine precedente; si une ligne ne declenche pas de decision, elle sort.","important","<1j","Depend de l'opt-in utilisateur 'Partager avec les developpeurs' (donnees partielles mais non biaisees). Ne pas piloter sur des volumes trop faibles au debut.","moyen","decision-strategique","à faire"
"MESURE-03","P1","Mesure & expérimentation (analytics, funnel, KPI, A/B, tests utilisateurs)","Trancher explicitement la question de l'analytics site (jamais vs cookieless un jour)","locales/fr/privacy.json:3,5,18 et locales/fr/legal.json:14 (engagements publies)","Decision recommandee: rester pur, ZERO analytics site, et s'appuyer entierement sur Apple (ct + App Analytics + Product Page Optimization). N'envisager un analytics cookieless que si le haut de funnel devient un vrai besoin ET apres MAJ assumee des pages legales — jamais en douce. Documenter la decision pour ne pas la reouvrir a chaque tentation.","modéré","<30min","Le vrai risque est de fissurer un actif de confiance pour une mesure a faible valeur immediate. Une fois 'aucune collecte ne changera pas' rompu, la credibilite ne se recupere pas.","moyen","decision-strategique","à faire"
"MESURE-04","P1","Mesure & expérimentation (analytics, funnel, KPI, A/B, tests utilisateurs)","Funnel et distinction metriques essentielles vs vanite jamais formalises","Absence dans docs/ ; concerne l'ensemble du pilotage produit","Adopter la liste: ESSENTIELLES = conversion vue->download, impression->download, downloads par ct, taux d'essai, conversion essai->payant, churn/retention abo M1/M3, retention app J1/J7/J28, crash, desinstallations. VANITE (bannies du pilotage) = downloads cumules, impressions brutes seules, '14 langues' comme trophee, esthetique non mesuree, sessions sans retention.","modéré","<30min","Faible. Le danger inverse est de sur-mesurer et se noyer; garder 4 blocs.","élevé","optimisation","à faire"
"MESURE-05","P1","Mesure & expérimentation (analytics, funnel, KPI, A/B, tests utilisateurs)","Product Page Optimization non utilise et A/B sous-puissants a volume nul","App Store Connect (Product Page Optimization); recon 01-reconnaissance.md:53-54 (0 download, 0 avis, app non indexee)","Preparer un backlog A/B priorise (T1: 1re capture = resultat gtt/min plein ecran; T2: icone signal goutte/cadence; T3: sous-titre 'debit en gouttes/min' vs 'Rythme de perfusion') mais NE lancer qu'apres avoir atteint un volume reel (plusieurs centaines de vues fiche par variante). Priorite = poser la mesure et generer du trafic AVANT de tester.","modéré","<1sem","Conclure sur des echantillons trop petits = pire que ne pas tester. Fixer un seuil minimal de conversions/variante avant de lire.","élevé","experimentation","à faire"
"MESURE-06","P2","Mesure & expérimentation (analytics, funnel, KPI, A/B, tests utilisateurs)","Aucun protocole de test utilisateur avec des soignants","Absence de protocole; concerne la validation compréhension/offre/reglementaire","Lancer un test modere 30-40 min, penser a voix haute, 3-4 infirmiers (perfusions gravitaires) + 2-3 etudiants IFSI, AVANT de scaler l'acquisition. Mesurer: succes de tache, temps, frictions, malentendus (surtout perception 'dispositif medical'), note de recommandation. Regle: probleme vu par >=2/5 = corriger avant de scaler.","modéré","<1sem","Recruter des non-soignants ou des proches = biais de complaisance. Aucune donnee patient; enregistrement seulement avec consentement, supprime apres analyse.","élevé","experimentation","à faire"
"MESURE-07","P2","Mesure & expérimentation (analytics, funnel, KPI, A/B, tests utilisateurs)","Angle mort activation in-app: assumer le proxy retention plutot qu'un SDK","App native (dropp-native); confidentialite home.json:182 'Aucune donnee transmise', privacy.json:5","Assumer explicitement le proxy: retention J1/J7 + sessions par appareil (fournis par App Analytics agrege, sans code) comme signal d'activation. NE PAS ajouter de SDK d'evenements in-app. Le cout promesse (critique) depasse le gain d'un funnel in-app fin a ce stade.","modéré","<30min","La verification juridique est essentielle: un event in-app 'anonyme' reste une collecte au sens de la promesse publiee et de la fiche App Store 'aucune donnee collectee' — a ne pas faire sans revue.","moyen","verification-juridique","à faire"
"MESURE-08","P3","Mesure & expérimentation (analytics, funnel, KPI, A/B, tests utilisateurs)","Piege des metriques de vanite dans le pilotage","Communication produit; recon 01-reconnaissance.md:13-14 ('14 langues'), CTA/hero WebGL","Exclure ces metriques du tableau de bord de pilotage. Juger la couverture linguistique par les downloads/conversions par territoire, pas par le nombre de locales. Juger le hero/film seulement le jour ou il est mesure (conversion), pas a l'esthetique.","faible","<30min","Aucun. Simple discipline de reporting.","élevé","optimisation","à faire"
"RED-TE-01","P1","red-team","'Le hero doit nommer la fonction et le public' est une preference CRO non mesuree, pas un fait critique (conteste Agent 02 P0)","docs/audit-agents/02-cro-conversion.md (P0 hero) ; src/templates/home.html:534-538","Ne pas reecrire le hero a l'aveugle. Trancher par le premier levier mesurable (App Store Product Page Optimization sur la 1re capture) et le test modere 5 utilisateurs de l'agent 12 ('en 20 s, a quoi sert l'app et a qui ?'). Si <2/5 echouent, la 'critique' tombe.","modéré","<1sem","Le vrai risque est de degrader le parti pris premium minimal (force documentee) sur une hypothese non testee, en croyant corriger un defaut.","élevé","decision-strategique","à faire"
"RED-TE-02","P1","red-team","'0 avis' compte 5 fois : un etat de lancement transforme en 5 problemes P1 (conteste Agents 05, 07, 10, 11, 12)","docs/audit-agents/ 05,07,10,11,12 (findings preuve sociale)","Dedupliquer en un seul item d'action : requestReview depuis DoneView apres N fins reussies (plafond Apple). Juger ensuite par App Analytics une fois un volume reel atteint. Ne pas laisser ce theme peser sur 5 domaines.","modéré","<30min","Faible ; risque inverse = faire croire que la preuve sociale est le probleme dominant alors que c'est un sous-produit du non-lancement.","élevé","correction","à faire"
"RED-TE-03","P1","red-team","Inversion de priorite : la qualification MDR (seul impact qui peut stopper la distribution) est classee P2, et Agent 09 se contredit (conteste Agent 09)","docs/audit-agents/09-juridique-reglementaire.md (MDR en P2 ; reecriture copy en P1)","Faire de l'avis de qualification MDR (regle 11 / MDCG 2019-11) le P0 reel, gate business. Preparer les reecritures de copy (reversibles) mais NE PAS les deployer avant l'avis ; ne pas amputer 'Precision'/'signal de securite' tant que le juriste n'a pas confirme le sens du faisceau.","critique",">1sem","Suivre l'ordre actuel : soit distribuer sans avoir tranche le point qui peut halter le business, soit sacrifier le marketing par prudence excessive non validee.","élevé","verification-juridique","à faire"
"RED-TE-04","P2","red-team","CTA collant / header persistant : playbook CRO generique qui degrade le hero epure (conteste Agents 02 et 03)","docs/audit-agents/02-cro-conversion.md et 03-ux-ui-accessibilite.md (CTA persistant, sticky header)","Un seul test a la fois, une fois le trafic ct-tracke : barre CTA collante discrete vs controle, decision sur downloads par ct. Pas de deploiement sur intuition. Depend d'abord de la pose des tokens ct (agent 12).","modéré","<1j","Degrader la seule entree visuellement distinctive pour un gain de conversion non demontre.","moyen","experimentation","à faire"
"RED-TE-05","P2","red-team","'Prix 15x OnDrip, tester un a-vie plus bas' repose sur des donnees concurrentes [NV] et une comparaison biaisee (conteste Agent 11 P1)","docs/audit-agents/11-concurrence-marche.md (ecart de prix) ; 01-reconnaissance.md:72 (concurrents [NV])","Verifier d'abord les prix/fonctions concurrents de premiere main. Tester le prix par experimentation storefront reelle (conversion vue->download par palier), pas par intuition d'ancre. Ne pas baisser sur une comparaison non verifiee.","modéré","<1sem","Devaloriser le positionnement premium (le moat revendique) sur des donnees non verifiees.","moyen","experimentation","à faire"
"RED-TE-06","P2","red-team","Construire un arbre SEO pour 'calcul debit perfusion' contredit le positionnement de valeur (conteste Agent 08 P1 vs Agent 11 P2)","docs/audit-agents/08-seo-technique-performance.md (pages-outils) vs 11-concurrence-marche.md (calcul = commodite gratuite)","Valider l'intention mot-cle -> download sur UNE page FR ct-trackee avant de batir un arbre. Etendre seulement si le download attribue est reel.","modéré","<2h","Investir un chantier de contenu pour drainer un trafic a faible conversion et renforcer l'association 'commodite gratuite' que la marque veut fuir.","moyen","experimentation","à faire"
"RED-TE-07","P2","red-team","Dark mode du site : effort >1sem sur une hypothese de bounce nocturne non testee (conteste Agent 03 P2)","docs/audit-agents/03-ux-ui-accessibilite.md (thème sombre du site)","Traiter comme une decision, pas un defaut : exiger un signal (part de visites nocturnes, verbatims terrain) avant d'engager le chantier. Prioriser d'abord les correctifs contraste AA, eux reels et cheap.","faible",">1sem","Engager un chantier lourd multi-langues sur une intuition, en repoussant les correctifs d'accessibilite reellement dus.","moyen","decision-strategique","à faire"
"RED-TE-08","P3","red-team","Notation qui penalise des etats pre-lancement comme des defauts de qualite (conteste la methode d'agregation, ex. Agent 12 a 22)","docs/audit-agents/12-analytics-experimentation.md (score 22) ; 05/08/11 (60-63)","Separer explicitement dans la synthese 'etat pre-lancement (se resout)' de 'defaut a corriger maintenant'. Ne pas moyenner les deux dans un score unique qui donne une lecture faussement alarmiste.","faible","<30min","Piloter sur des scores pessimistes biaises et sur-investir a corriger des etats qui disparaitront seuls au lancement.","moyen","decision-strategique","à faire"
"RED-TE-09","P3","red-team","Trous factuels mineurs a ne pas propager : revalidation binaire et triple-comptage de 'eprouve sur le terrain' (conteste Agents 07 et 04/05/09)","docs/audit-agents/07-app-store-aso.md (revalidation) ; 04,05,09 ('eprouve sur le terrain')","Dedupliquer 'eprouve sur le terrain' en un seul item ; corriger la nuance revalidation binaire vs revue metadonnees pour ne pas surdimensionner le frein au changement de nom.","faible","<30min","Aucun ; corrections redactionnelles et de deduplication.","élevé","correction","à faire"
"PRODUI-01","P0","Produit / Activation / Rétention","Permission notif ni préparée ni rattrapée : échec silencieux du hook entier","dropp-native/DroppKit/Sources/DroppKit/LocalNotificationScheduler.swift:93-98 (ensureAuthorization) ; aucune vue ne teste .denied (grep authorizationStatus/.denied = 1 seule occurrence, ligne 96, sur .notDetermined)","Ajouter (1) un écran/feuille d'amorçage de valeur juste avant la 1re demande ('Dropp vous prévient à la fin de la perfusion — autorisez les notifications') ; (2) une détection permanente de authorizationStatus == .denied avec un bandeau discret persistant renvoyant vers UIApplication.openSettingsURLString. Sans notif autorisée, prévenir que l'alarme ne sonnera pas.","critique","<2h","Faible : ajout d'UI conditionnelle et d'un check d'autorisation, sans toucher au flow existant. Veiller à ne pas re-prompter (une seule demande système possible).","élevé","correction","à faire"
"PRODUI-02","P1","Produit / Activation / Rétention","Aucun prompt d'avis in-app : 0 note, pas de preuve sociale ni de rappel de valeur","dropp-native (grep requestReview/SKStoreReview = 0 occurrence) ; moment idéal non exploité : Dropp/Views/DoneView.swift ; fiche App Store = 0 avis / 0 note (recon 01 §5)","Déclencher requestReview() depuis DoneView après N fins réussies (ex. 3e), avec garde-fou (jamais plus d'1 fois, Apple plafonne à 3/an). Ne jamais le déclencher après un échec ou un remplacement.","important","<2h","Faible. Seul risque : sur-solliciter → respecter le plafond et cibler les fins naturelles réussies uniquement.","élevé","optimisation","à faire"
"PRODUI-03","P1","Produit / Activation / Rétention","Habitude fragile pour le Free : aucune surface de lancement rapide (widget/raccourci/Control Center)","dropp-native (grep WidgetKit/Complication = 0 ; AppIntents de lancement = 0, seul WatchDoubleTap.swift utilise AppIntents pour le geste) ; friction dans Dropp/Views/NewSessionView.swift:149-182","Ajouter un widget (Lock/Home Screen) et un App Shortcut 'Nouvelle perfusion' GRATUITS. Un lancement gratuit à faible friction fait plus pour l'habitude (et donc la conversion ultérieure) qu'une fonction Pro de plus. L'Apple Watch résout la friction mais elle est payante — le Free ne doit pas rester condamné à ressortir le téléphone.","modéré","<1sem","Modéré : nouvelle cible Widget + partage d'état via App Group (déjà en place). Ne pas dupliquer la logique de notif ; réutiliser AppState.","moyen","experimentation","à faire"
"PRODUI-04","P1","Produit / Activation / Rétention","Justification d'abonnement récurrent structurellement faible (risque churn/remboursement annuel)","dropp-native/Dropp/Views/PaywallView.swift:30-38 (features) et 66-92 (plans) ; option à vie ligne 86-92","Assumer que le 'à vie' cannibalise l'abonnement (cohérent avec le pilier 'un seul achat'). Positionner l'abonnement comme rampe d'accès à faible engagement (essai + mensuel), mettre en avant le 'à vie' comme destination, et piloter le modèle sur le taux de renouvellement annuel plutôt que d'en faire le cœur. Ne pas empiler des fonctions Pro décoratives en croyant justifier le récurrent.","modéré","<1j","Faible côté implémentation (copy/hiérarchie du paywall) ; décision stratégique sur le mix de revenus à trancher côté produit.","moyen","decision-strategique","à faire"
"PRODUI-05","P2","Produit / Activation / Rétention","Décalage de langue = rebond de première session pour les non-francophones","Fiche App Store : langues déclarées 'Anglais' (recon 01 §5) ; UI app 100% FR codée en dur, aucune localisation (recon 01 §6 ; dropp-native sans .lproj/String Catalog)","Aligner la langue déclarée sur la réalité (FR) tant que l'app n'est pas localisée, OU accélérer la localisation EN (prévue v1.1). La mécanique fiche relève de l'agent ASO ; l'impact ici est rétention/première session. Ne pas exposer l'app aux stores anglophones avec une UI FR.","important","<30min","Faible (métadonnées). La vraie correction de fond = localisation, effort plus large hors périmètre.","élevé","correction","à faire"
"PRODUI-06","P2","Produit / Activation / Rétention","Fréquence réelle du job-to-be-done non validée = plafond de rétention structurel","Positionnement produit (calcul de débit en gouttes / perfusion par gravité) — brief CLAUDE.md dropp-native ; recon 01 §CONTEXTE","Valider la fréquence réelle d'usage par segment (étudiants infirmiers, IDE libéraux/HAD, urgences, blocs) avant d'investir en fonctions. Cibler en priorité l'acquisition sur les segments à forte fréquence de perfusion par gravité (formation, libéral, HAD), où l'habitude peut se former.","important",">1sem","Faible (recherche, aucun changement de code). Risque de ne pas le faire : plafonner la rétention sans le savoir et sur-investir en fonctions.","faible","decision-strategique","à faire"
"PRODUI-07","P3","Produit / Activation / Rétention","Historique Pro sous-exploité comme renfort d'habitude (dans le respect réglementaire)","dropp-native/DroppKit/Sources/DroppKit/AppState.swift:155-171 (history, plafonné à 10) ; PaywallView.swift:35","Afficher un compteur agrégé discret de perfusions menées à terme (pas d'horodatage patient, pas de journal de constantes — rester hors périmètre MDR). Renforce le sentiment 'ça marche à chaque fois' sans rien monétiser de sensible.","faible","<2h","Faible, mais garder une vigilance réglementaire : aucun horodatage de constantes, aucune donnée patient. Compteur d'événements uniquement.","moyen","optimisation","à faire"
